Mode of entry,Month/Year,Visitor Origin,Country,Number of Visitors (Rounded to nearest hundred)
Air,08/01/2009 12:00:00 AM,East North Central,United States,1200
Air,08/01/2009 12:00:00 AM,West North Central,United States,600
Air,08/01/2009 12:00:00 AM,South Atlantic,United States,3300
Air,08/01/2009 12:00:00 AM,East South Central,United States,500
Air,08/01/2009 12:00:00 AM,West South Central,United States,1300
Air,08/01/2009 12:00:00 AM,Mountain,United States,800
Air,08/01/2009 12:00:00 AM,Pacific,United States,2300
Air,08/01/2009 12:00:00 AM,United Kingdom,Overseas,3800
Air,08/01/2009 12:00:00 AM,Germany,Overseas,2100
Air,08/01/2009 12:00:00 AM,Other Europe,Overseas,4500
Air,08/01/2009 12:00:00 AM,Other Overseas,Overseas,4800
Road,08/01/2009 12:00:00 AM,Atlantic Canada,Canada,128000
Road,08/01/2009 12:00:00 AM,Quebec,Canada,16100
Road,08/01/2009 12:00:00 AM,Ontario,Canada,57300
Road,08/01/2009 12:00:00 AM,Western Canada,Canada,4200
Road,08/01/2009 12:00:00 AM,Maine (by road only),United States,3100
Road,08/01/2009 12:00:00 AM,Other New England,United States,10700
Road,08/01/2009 12:00:00 AM,Middle Atlantic,United States,5800
Road,08/01/2009 12:00:00 AM,East North Central,United States,2000
Road,08/01/2009 12:00:00 AM,West North Central,United States,700
Road,08/01/2009 12:00:00 AM,South Atlantic,United States,4000
Road,08/01/2009 12:00:00 AM,East South Central,United States,200
Road,08/01/2009 12:00:00 AM,West South Central,United States,500
Road,08/01/2009 12:00:00 AM,Mountain,United States,500
Road,08/01/2009 12:00:00 AM,Pacific,United States,700
Road,08/01/2009 12:00:00 AM,Overseas,Overseas,0
Air,09/01/2009 12:00:00 AM,Atlantic Canada,Canada,6800
Air,09/01/2009 12:00:00 AM,Quebec,Canada,2800
Air,09/01/2009 12:00:00 AM,Ontario,Canada,23900
Air,09/01/2009 12:00:00 AM,Western Canada,Canada,16800
Air,09/01/2009 12:00:00 AM,New England (inc Maine),United States,1000
Air,09/01/2009 12:00:00 AM,Middle Atlantic,United States,1600
Air,09/01/2009 12:00:00 AM,East North Central,United States,1200
Air,09/01/2009 12:00:00 AM,West North Central,United States,400
Air,09/01/2009 12:00:00 AM,South Atlantic,United States,2500
Air,09/01/2009 12:00:00 AM,East South Central,United States,300
Air,09/01/2009 12:00:00 AM,West South Central,United States,800
Air,09/01/2009 12:00:00 AM,Mountain,United States,800
Air,09/01/2009 12:00:00 AM,Pacific,United States,1300
Air,09/01/2009 12:00:00 AM,United Kingdom,Overseas,3300
Air,09/01/2009 12:00:00 AM,Germany,Overseas,2400
Air,09/01/2009 12:00:00 AM,Other Europe,Overseas,2600
Air,09/01/2009 12:00:00 AM,Other Overseas,Overseas,2300
Road,09/01/2009 12:00:00 AM,Atlantic Canada,Canada,102500
Road,09/01/2009 12:00:00 AM,Quebec,Canada,6100
Road,09/01/2009 12:00:00 AM,Ontario,Canada,26900
Road,09/01/2009 12:00:00 AM,Western Canada,Canada,3500
Air,03/01/2010 12:00:00 AM,Germany,Overseas,200
Road,09/01/2009 12:00:00 AM,Maine (by road only),United States,2500
Road,09/01/2009 12:00:00 AM,Other New England,United States,6600
Road,09/01/2009 12:00:00 AM,Middle Atlantic,United States,4000
Road,09/01/2009 12:00:00 AM,East North Central,United States,1600
Road,09/01/2009 12:00:00 AM,West North Central,United States,600
Road,09/01/2009 12:00:00 AM,South Atlantic,United States,3000
Road,09/01/2009 12:00:00 AM,East South Central,United States,500
Road,09/01/2009 12:00:00 AM,West South Central,United States,400
Road,09/01/2009 12:00:00 AM,Mountain,United States,400
Road,09/01/2009 12:00:00 AM,Pacific,United States,600
Road,09/01/2009 12:00:00 AM,Overseas,Overseas,0
Air,10/01/2009 12:00:00 AM,Atlantic Canada,Canada,9000
Air,10/01/2009 12:00:00 AM,Quebec,Canada,3200
Air,10/01/2009 12:00:00 AM,Ontario,Canada,22400
Air,10/01/2009 12:00:00 AM,Western Canada,Canada,14200
Air,10/01/2009 12:00:00 AM,New England (inc Maine),United States,600
Air,10/01/2009 12:00:00 AM,Middle Atlantic,United States,800
Air,10/01/2009 12:00:00 AM,East North Central,United States,700
Air,10/01/2009 12:00:00 AM,West North Central,United States,400
Air,10/01/2009 12:00:00 AM,South Atlantic,United States,1500
Air,10/01/2009 12:00:00 AM,East South Central,United States,100
Air,10/01/2009 12:00:00 AM,West South Central,United States,600
Air,10/01/2009 12:00:00 AM,Mountain,United States,800
Air,10/01/2009 12:00:00 AM,Pacific,United States,1200
Air,10/01/2009 12:00:00 AM,United Kingdom,Overseas,2400
Air,10/01/2009 12:00:00 AM,Germany,Overseas,1500
Air,10/01/2009 12:00:00 AM,Other Europe,Overseas,2100
Air,10/01/2009 12:00:00 AM,Other Overseas,Overseas,2300
Road,10/01/2009 12:00:00 AM,Atlantic Canada,Canada,98200
Road,10/01/2009 12:00:00 AM,Quebec,Canada,3300
Road,10/01/2009 12:00:00 AM,Ontario,Canada,12400
Road,10/01/2009 12:00:00 AM,Western Canada,Canada,1700
Road,10/01/2009 12:00:00 AM,Maine (by road only),United States,1300
Road,10/01/2009 12:00:00 AM,Other New England,United States,3000
Road,10/01/2009 12:00:00 AM,Middle Atlantic,United States,1700
Road,10/01/2009 12:00:00 AM,East North Central,United States,800
Road,10/01/2009 12:00:00 AM,West North Central,United States,200
Road,10/01/2009 12:00:00 AM,South Atlantic,United States,1100
Road,10/01/2009 12:00:00 AM,East South Central,United States,100
Road,10/01/2009 12:00:00 AM,West South Central,United States,200
Road,10/01/2009 12:00:00 AM,Mountain,United States,300
Road,10/01/2009 12:00:00 AM,Pacific,United States,300
Road,10/01/2009 12:00:00 AM,Overseas,Overseas,0
Air,11/01/2009 12:00:00 AM,Atlantic Canada,Canada,7900
Air,11/01/2009 12:00:00 AM,Quebec,Canada,2500
Air,11/01/2009 12:00:00 AM,Ontario,Canada,14000
Air,11/01/2009 12:00:00 AM,Western Canada,Canada,3700
Air,11/01/2009 12:00:00 AM,New England (inc Maine),United States,500
Air,11/01/2009 12:00:00 AM,Middle Atlantic,United States,400
Air,11/01/2009 12:00:00 AM,East North Central,United States,300
Air,11/01/2009 12:00:00 AM,West North Central,United States,100
Air,11/01/2009 12:00:00 AM,South Atlantic,United States,600
Air,11/01/2009 12:00:00 AM,East South Central,United States,100
Air,11/01/2009 12:00:00 AM,West South Central,United States,400
Air,11/01/2009 12:00:00 AM,Mountain,United States,200
Air,11/01/2009 12:00:00 AM,Pacific,United States,400
Air,11/01/2009 12:00:00 AM,United Kingdom,Overseas,500
Air,11/01/2009 12:00:00 AM,Germany,Overseas,200
Air,11/01/2009 12:00:00 AM,Other Europe,Overseas,1000
Air,11/01/2009 12:00:00 AM,Other Overseas,Overseas,800
Road,11/01/2009 12:00:00 AM,Atlantic Canada,Canada,77300
Road,11/01/2009 12:00:00 AM,Quebec,Canada,1400
Road,11/01/2009 12:00:00 AM,Ontario,Canada,5400
Road,11/01/2009 12:00:00 AM,Western Canada,Canada,600
Road,11/01/2009 12:00:00 AM,Maine (by road only),United States,500
Road,11/01/2009 12:00:00 AM,Other New England,United States,900
Road,11/01/2009 12:00:00 AM,Middle Atlantic,United States,300
Road,11/01/2009 12:00:00 AM,East North Central,United States,100
Road,11/01/2009 12:00:00 AM,West North Central,United States,0
Road,11/01/2009 12:00:00 AM,South Atlantic,United States,100
Road,11/01/2009 12:00:00 AM,East South Central,United States,0
Road,11/01/2009 12:00:00 AM,West South Central,United States,0
Road,11/01/2009 12:00:00 AM,Mountain,United States,100
Road,11/01/2009 12:00:00 AM,Pacific,United States,0
Road,11/01/2009 12:00:00 AM,Overseas,Overseas,0
Air,12/01/2009 12:00:00 AM,Atlantic Canada,Canada,5300
Air,12/01/2009 12:00:00 AM,Quebec,Canada,2400
Air,12/01/2009 12:00:00 AM,Ontario,Canada,11000
Air,12/01/2009 12:00:00 AM,Western Canada,Canada,3700
Air,12/01/2009 12:00:00 AM,New England (inc Maine),United States,400
Air,12/01/2009 12:00:00 AM,Middle Atlantic,United States,400
Air,12/01/2009 12:00:00 AM,East North Central,United States,300
Air,12/01/2009 12:00:00 AM,West North Central,United States,100
Air,12/01/2009 12:00:00 AM,South Atlantic,United States,500
Air,12/01/2009 12:00:00 AM,East South Central,United States,100
Air,12/01/2009 12:00:00 AM,West South Central,United States,400
Air,12/01/2009 12:00:00 AM,Mountain,United States,200
Air,12/01/2009 12:00:00 AM,Pacific,United States,300
Air,12/01/2009 12:00:00 AM,United Kingdom,Overseas,400
Air,12/01/2009 12:00:00 AM,Germany,Overseas,300
Air,12/01/2009 12:00:00 AM,Other Europe,Overseas,600
Air,12/01/2009 12:00:00 AM,Other Overseas,Overseas,1200
Road,12/01/2009 12:00:00 AM,Atlantic Canada,Canada,70100
Road,12/01/2009 12:00:00 AM,Quebec,Canada,1200
Road,12/01/2009 12:00:00 AM,Ontario,Canada,5100
Road,12/01/2009 12:00:00 AM,Western Canada,Canada,400
Road,12/01/2009 12:00:00 AM,Maine (by road only),United States,300
Road,12/01/2009 12:00:00 AM,Other New England,United States,800
Road,12/01/2009 12:00:00 AM,Middle Atlantic,United States,300
Road,12/01/2009 12:00:00 AM,East North Central,United States,100
Road,12/01/2009 12:00:00 AM,West North Central,United States,0
Road,12/01/2009 12:00:00 AM,South Atlantic,United States,100
Road,12/01/2009 12:00:00 AM,East South Central,United States,0
Road,12/01/2009 12:00:00 AM,West South Central,United States,0
Road,12/01/2009 12:00:00 AM,Mountain,United States,0
Road,12/01/2009 12:00:00 AM,Pacific,United States,0
Road,12/01/2009 12:00:00 AM,Overseas,Overseas,0
Air,01/01/2010 12:00:00 AM,Atlantic Canada,Canada,5800
Air,01/01/2010 12:00:00 AM,Quebec,Canada,1900
Air,01/01/2010 12:00:00 AM,Ontario,Canada,12200
Air,01/01/2010 12:00:00 AM,Western Canada,Canada,5400
Air,01/01/2010 12:00:00 AM,New England (inc Maine),United States,600
Air,01/01/2010 12:00:00 AM,Middle Atlantic,United States,400
Air,01/01/2010 12:00:00 AM,East North Central,United States,300
Air,01/01/2010 12:00:00 AM,West North Central,United States,200
Air,01/01/2010 12:00:00 AM,South Atlantic,United States,600
Air,01/01/2010 12:00:00 AM,East South Central,United States,100
Air,01/01/2010 12:00:00 AM,West South Central,United States,200
Air,01/01/2010 12:00:00 AM,Mountain,United States,100
Air,01/01/2010 12:00:00 AM,Pacific,United States,400
Air,01/01/2010 12:00:00 AM,United Kingdom,Overseas,900
Air,01/01/2010 12:00:00 AM,Germany,Overseas,500
Air,01/01/2010 12:00:00 AM,Other Europe,Overseas,600
Air,01/01/2010 12:00:00 AM,Other Overseas,Overseas,1400
Road,01/01/2010 12:00:00 AM,Atlantic Canada,Canada,51400
Road,01/01/2010 12:00:00 AM,Quebec,Canada,700
Road,01/01/2010 12:00:00 AM,Ontario,Canada,2200
Road,01/01/2010 12:00:00 AM,Western Canada,Canada,200
Road,01/01/2010 12:00:00 AM,Maine (by road only),United States,200
Road,01/01/2010 12:00:00 AM,Other New England,United States,400
Road,01/01/2010 12:00:00 AM,Middle Atlantic,United States,100
Road,01/01/2010 12:00:00 AM,East North Central,United States,0
Road,01/01/2010 12:00:00 AM,West North Central,United States,0
Road,01/01/2010 12:00:00 AM,South Atlantic,United States,100
Road,01/01/2010 12:00:00 AM,East South Central,United States,0
Road,01/01/2010 12:00:00 AM,West South Central,United States,0
Road,01/01/2010 12:00:00 AM,Mountain,United States,0
Road,01/01/2010 12:00:00 AM,Pacific,United States,0
Air,02/01/2010 12:00:00 AM,Atlantic Canada,Canada,7000
Air,02/01/2010 12:00:00 AM,Quebec,Canada,2000
Air,02/01/2010 12:00:00 AM,Ontario,Canada,11000
Air,02/01/2010 12:00:00 AM,Western Canada,Canada,4100
Air,02/01/2010 12:00:00 AM,New England (inc Maine),United States,600
Air,02/01/2010 12:00:00 AM,Middle Atlantic,United States,400
Air,02/01/2010 12:00:00 AM,East North Central,United States,200
Air,02/01/2010 12:00:00 AM,West North Central,United States,100
Air,02/01/2010 12:00:00 AM,South Atlantic,United States,500
Air,02/01/2010 12:00:00 AM,East South Central,United States,0
Air,02/01/2010 12:00:00 AM,West South Central,United States,100
Air,02/01/2010 12:00:00 AM,Mountain,United States,0
Air,02/01/2010 12:00:00 AM,Pacific,United States,200
Air,02/01/2010 12:00:00 AM,United Kingdom,Overseas,400
Air,02/01/2010 12:00:00 AM,Germany,Overseas,200
Air,02/01/2010 12:00:00 AM,Other Europe,Overseas,300
Air,02/01/2010 12:00:00 AM,Other Overseas,Overseas,400
Road,02/01/2010 12:00:00 AM,Atlantic Canada,Canada,52800
Road,02/01/2010 12:00:00 AM,Quebec,Canada,800
Road,02/01/2010 12:00:00 AM,Ontario,Canada,2200
Road,02/01/2010 12:00:00 AM,Western Canada,Canada,200
Road,02/01/2010 12:00:00 AM,Maine (by road only),United States,300
Road,02/01/2010 12:00:00 AM,Other New England,United States,400
Road,02/01/2010 12:00:00 AM,Middle Atlantic,United States,100
Road,02/01/2010 12:00:00 AM,East North Central,United States,0
Road,02/01/2010 12:00:00 AM,West North Central,United States,0
Road,02/01/2010 12:00:00 AM,South Atlantic,United States,100
Road,02/01/2010 12:00:00 AM,East South Central,United States,0
Road,02/01/2010 12:00:00 AM,West South Central,United States,0
Road,02/01/2010 12:00:00 AM,Mountain,United States,0
Road,02/01/2010 12:00:00 AM,Pacific,United States,0
Road,02/01/2010 12:00:00 AM,Overseas,Overseas,0
Air,03/01/2010 12:00:00 AM,Atlantic Canada,Canada,7700
Air,03/01/2010 12:00:00 AM,Quebec,Canada,2300
Air,03/01/2010 12:00:00 AM,Ontario,Canada,12000
Air,03/01/2010 12:00:00 AM,Western Canada,Canada,4200
Air,03/01/2010 12:00:00 AM,New England (inc Maine),United States,300
Air,03/01/2010 12:00:00 AM,Middle Atlantic,United States,200
Air,03/01/2010 12:00:00 AM,East North Central,United States,200
Air,03/01/2010 12:00:00 AM,West North Central,United States,100
Air,03/01/2010 12:00:00 AM,South Atlantic,United States,500
Air,03/01/2010 12:00:00 AM,East South Central,United States,0
Air,03/01/2010 12:00:00 AM,West South Central,United States,200
Air,03/01/2010 12:00:00 AM,Mountain,United States,100
Air,03/01/2010 12:00:00 AM,Pacific,United States,200
Air,03/01/2010 12:00:00 AM,United Kingdom,Overseas,500
Air,03/01/2010 12:00:00 AM,Other Europe,Overseas,300
Air,03/01/2010 12:00:00 AM,Other Overseas,Overseas,500
Road,03/01/2010 12:00:00 AM,Atlantic Canada,Canada,67300
Road,03/01/2010 12:00:00 AM,Quebec,Canada,1300
Road,03/01/2010 12:00:00 AM,Ontario,Canada,4400
Road,03/01/2010 12:00:00 AM,Western Canada,Canada,300
Road,03/01/2010 12:00:00 AM,Maine (by road only),United States,300
Road,03/01/2010 12:00:00 AM,Other New England,United States,700
Road,03/01/2010 12:00:00 AM,Middle Atlantic,United States,200
Road,03/01/2010 12:00:00 AM,East North Central,United States,100
Road,03/01/2010 12:00:00 AM,West North Central,United States,0
Road,03/01/2010 12:00:00 AM,South Atlantic,United States,100
Road,03/01/2010 12:00:00 AM,East South Central,United States,0
Road,03/01/2010 12:00:00 AM,West South Central,United States,0
Road,03/01/2010 12:00:00 AM,Mountain,United States,0
Road,03/01/2010 12:00:00 AM,Pacific,United States,100
Road,03/01/2010 12:00:00 AM,Overseas,Overseas,0
Air,04/01/2010 12:00:00 AM,Atlantic Canada,Canada,8900
Air,04/01/2010 12:00:00 AM,Quebec,Canada,3700
Air,04/01/2010 12:00:00 AM,Ontario,Canada,14700
Air,04/01/2010 12:00:00 AM,Western Canada,Canada,5200
Air,04/01/2010 12:00:00 AM,New England (inc Maine),United States,300
Air,04/01/2010 12:00:00 AM,Middle Atlantic,United States,600
Air,04/01/2010 12:00:00 AM,East North Central,United States,500
Air,04/01/2010 12:00:00 AM,West North Central,United States,100
Air,04/01/2010 12:00:00 AM,South Atlantic,United States,600
Air,04/01/2010 12:00:00 AM,East South Central,United States,0
Air,04/01/2010 12:00:00 AM,West South Central,United States,200
Air,04/01/2010 12:00:00 AM,Mountain,United States,100
Air,04/01/2010 12:00:00 AM,Pacific,United States,400
Air,04/01/2010 12:00:00 AM,United Kingdom,Overseas,1100
Air,04/01/2010 12:00:00 AM,Germany,Overseas,200
Air,04/01/2010 12:00:00 AM,Other Europe,Overseas,500
Air,04/01/2010 12:00:00 AM,Other Overseas,Overseas,700
Road,04/01/2010 12:00:00 AM,Atlantic Canada,Canada,72200
Road,04/01/2010 12:00:00 AM,Quebec,Canada,2000
Road,04/01/2010 12:00:00 AM,Ontario,Canada,7300
Road,04/01/2010 12:00:00 AM,Western Canada,Canada,700
Road,04/01/2010 12:00:00 AM,Maine (by road only),United States,600
Road,04/01/2010 12:00:00 AM,Other New England,United States,1300
Road,04/01/2010 12:00:00 AM,Middle Atlantic,United States,400
Road,04/01/2010 12:00:00 AM,East North Central,United States,100
Road,04/01/2010 12:00:00 AM,West North Central,United States,0
Road,04/01/2010 12:00:00 AM,South Atlantic,United States,300
Road,04/01/2010 12:00:00 AM,East South Central,United States,0
Road,04/01/2010 12:00:00 AM,West South Central,United States,0
Road,04/01/2010 12:00:00 AM,Mountain,United States,100
Road,04/01/2010 12:00:00 AM,Pacific,United States,0
Road,04/01/2010 12:00:00 AM,Overseas,Overseas,0
Air,05/01/2010 12:00:00 AM,Atlantic Canada,Canada,8200
Air,05/01/2010 12:00:00 AM,Quebec,Canada,3000
Air,05/01/2010 12:00:00 AM,Ontario,Canada,16500
Air,05/01/2010 12:00:00 AM,Western Canada,Canada,8200
Air,05/01/2010 12:00:00 AM,New England (inc Maine),United States,400
Air,05/01/2010 12:00:00 AM,Middle Atlantic,United States,500
Air,05/01/2010 12:00:00 AM,East North Central,United States,500
Air,05/01/2010 12:00:00 AM,West North Central,United States,100
Air,05/01/2010 12:00:00 AM,South Atlantic,United States,900
Air,05/01/2010 12:00:00 AM,East South Central,United States,100
Air,05/01/2010 12:00:00 AM,West South Central,United States,300
Air,05/01/2010 12:00:00 AM,Mountain,United States,300
Air,05/01/2010 12:00:00 AM,Pacific,United States,600
Air,05/01/2010 12:00:00 AM,United Kingdom,Overseas,1000
Air,05/01/2010 12:00:00 AM,Germany,Overseas,200
Air,05/01/2010 12:00:00 AM,Other Europe,Overseas,600
Air,05/01/2010 12:00:00 AM,Other Overseas,Overseas,1200
Road,05/01/2010 12:00:00 AM,Atlantic Canada,Canada,78900
Road,05/01/2010 12:00:00 AM,Quebec,Canada,3200
Road,05/01/2010 12:00:00 AM,Ontario,Canada,11100
Road,05/01/2010 12:00:00 AM,Western Canada,Canada,1500
Road,05/01/2010 12:00:00 AM,Maine (by road only),United States,900
Road,05/01/2010 12:00:00 AM,Other New England,United States,2100
Road,05/01/2010 12:00:00 AM,Middle Atlantic,United States,900
Road,05/01/2010 12:00:00 AM,East North Central,United States,300
Road,05/01/2010 12:00:00 AM,West North Central,United States,100
Road,05/01/2010 12:00:00 AM,South Atlantic,United States,800
Road,05/01/2010 12:00:00 AM,East South Central,United States,0
Road,05/01/2010 12:00:00 AM,West South Central,United States,100
Road,05/01/2010 12:00:00 AM,Mountain,United States,100
Road,05/01/2010 12:00:00 AM,Pacific,United States,100
Road,05/01/2010 12:00:00 AM,Overseas,Overseas,0
Air,06/01/2010 12:00:00 AM,Atlantic Canada,Canada,7200
Air,06/01/2010 12:00:00 AM,Quebec,Canada,2300
Air,06/01/2010 12:00:00 AM,Ontario,Canada,20400
Air,06/01/2010 12:00:00 AM,Western Canada,Canada,11900
Air,06/01/2010 12:00:00 AM,New England (inc Maine),United States,800
Air,06/01/2010 12:00:00 AM,Middle Atlantic,United States,1600
Air,06/01/2010 12:00:00 AM,East North Central,United States,700
Air,06/01/2010 12:00:00 AM,West North Central,United States,300
Air,06/01/2010 12:00:00 AM,South Atlantic,United States,1800
Air,06/01/2010 12:00:00 AM,East South Central,United States,200
Air,06/01/2010 12:00:00 AM,West South Central,United States,400
Air,06/01/2010 12:00:00 AM,Mountain,United States,500
Air,06/01/2010 12:00:00 AM,Pacific,United States,800
Air,06/01/2010 12:00:00 AM,United Kingdom,Overseas,2600
Air,06/01/2010 12:00:00 AM,Germany,Overseas,1200
Air,06/01/2010 12:00:00 AM,Other Europe,Overseas,1900
Air,06/01/2010 12:00:00 AM,Other Overseas,Overseas,2800
Road,06/01/2010 12:00:00 AM,Atlantic Canada,Canada,78200
Road,06/01/2010 12:00:00 AM,Quebec,Canada,5100
